,poi_id,name,build_year,demolished_year,address,latitude,longitude,external_url,image_url,heritage_status,current_use,poi_type,source,details,style,category,cleaned_year,build_decade,poi_type_simple,sim_rating
2335,2460,The Beach,2002,,1733 Queen Street East The Beach Toronto,43.66736,-79.31102,http://www.acotoronto.ca/show_building.php?BuildingID=9018,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/TheBeach1733-1.jpg,No heritage status,Residential,Mid-rise,http://www.acotoronto.ca/,,Postmodern,,2002.0,2000.0,Building,0.0
2336,2461,The Beach,2002,,1765 Queen Street East The Beach Toronto,43.66779,-79.30951,http://www.acotoronto.ca/show_building.php?BuildingID=9017,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/TheBeach1765.jpg,No heritage status,Residential,Mid-rise,http://www.acotoronto.ca/,,Postmodern,,2002.0,2000.0,Building,0.0
2337,2462,2175 Queen Street East,1991,,2175 Queen Street East The Beach Toronto,43.6704063,-79.2976841,http://www.acotoronto.ca/show_building.php?BuildingID=7743,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/2175QueenStE1.jpg,No heritage status,Commercial,Low-rise,http://www.acotoronto.ca/,,Postmodern,,1991.0,1990.0,Building,0.0
2338,2463,315 Queen Street West,1983,,315 Queen Street West Entertainment District Toronto,43.64959,-79.39146,http://www.acotoronto.ca/show_building.php?BuildingID=6636,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/315QueenStW1.jpg,Queen Street Heritage Conservation District,Office,Mid-rise,http://www.acotoronto.ca/,,Postmodern,,1983.0,1980.0,Building,0.0
2339,2464,423-425 Queen Street West,unknown,,423-425 Queen Street West Entertainment District Toronto,43.6486892700195,-79.3854370117188,http://www.acotoronto.ca/show_building.php?BuildingID=8728,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/423-425QueenStW.jpg,Queen Street Heritage Conservation District,Commercial,Low-rise,http://www.acotoronto.ca/,,Postmodern,,,,Building,0.0
2340,2465,Toronto Police Service Marine Unit,1985,,259 Queens Quay West Harbourfront Toronto,43.63786,-79.38583,http://www.acotoronto.ca/show_building.php?BuildingID=9937,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/PoliceMarine1.jpg,No heritage status,Police Station,Low-rise,http://www.acotoronto.ca/,,Postmodern,,1985.0,1980.0,Building,0.0
2341,2466,The Waterfront School,1997,,635 Queens Quay West Entertainment District Toronto,43.63575,-79.39715,http://www.acotoronto.ca/show_building.php?BuildingID=11424,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/3e05ffcc.jpg,,Educational,School,http://www.acotoronto.ca/,,Postmodern,,1997.0,1990.0,Building,0.0
2342,2467,GO Milliken,2005,,39 Red Lea Avenue Steeles Scarborough,43.822085,-79.3036852,http://www.acotoronto.ca/show_building.php?BuildingID=10078,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/GOMilliken01.jpg,No heritage status,Transportation,Low-rise,http://www.acotoronto.ca/,"This GO commuter rail station is located on the Stouffville Line. Although trains on this line had been operated by CN and Via Rail prior to 1982, in that year, GO Transit took over the service, including service to a Milliken Station on the north side of Steeles Avenue.The current Milliken station was created in 2005, when the station was moved to the south side of the street, within the City of Toronto.",Postmodern,,2005.0,2000.0,Building,0.0
2343,2468,Parkfield Junior School,1965,,31 Redgrave Drive Richview Etobicoke,43.6821,-79.56973,http://www.acotoronto.ca/show_building.php?BuildingID=11479,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/b8a7a179.jpg,,Educational,School,http://www.acotoronto.ca/,,Postmodern,,1965.0,1960.0,Building,0.0
2344,2469,John Street Pumping Station,1987,,28 Rees Street Entertainment District Toronto,43.64008,-79.38781,http://www.acotoronto.ca/show_building.php?BuildingID=9940,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/JohnStPumping1.jpg,No heritage status,Utility,Low-rise,http://www.acotoronto.ca/,"This building was a replacement for the former John Street Pumping Station, which sat on land currently occupied by the SkyDome. The early stages of construction for the SkyDome were actually built around the old John Street Pumping Station, and demolished as the stadium progressed and this new pumping station took over.",Postmodern,,1987.0,1980.0,Building,0.0
2345,2470,Hollycrest Middle School,1966,,630 Renforth Drive Eringate Etobicoke,43.6561,-79.58267,http://www.acotoronto.ca/show_building.php?BuildingID=11474,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/de57bca8.jpg,,Educational,School,http://www.acotoronto.ca/,,Postmodern,,1966.0,1960.0,Building,0.0
2346,2471,Comfort Hotel Airport North,1993,,445 Rexdale Boulevard Humberwood Etobicoke,43.71608,-79.59411,http://www.acotoronto.ca/show_building.php?BuildingID=1366,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/ComfortInnAirportWest.jpg,No heritage status,Hotel,High-rise,http://www.acotoronto.ca/,This building opened around 1993 as a Travelodge hotel.,Postmodern,,1993.0,1990.0,Building,0.0
2347,2472,River Park Residences,1988,,600 Rexdale Boulevard Humberwood Etobicoke,43.7204592,-79.6134496,http://www.acotoronto.ca/show_building.php?BuildingID=1365,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/RiverParkResidences.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Postmodern,,1988.0,1980.0,Building,0.0
2349,2474,Rippleton Public School,unknown,,21 Rippleton Road  Don Mills North York,43.74091,-79.36013,http://www.acotoronto.ca/show_building.php?BuildingID=11522,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/4eb2cca6.jpg,,Educational,School,http://www.acotoronto.ca/,,Postmodern,,,,Building,0.0
2364,2489,Willowdale Middle School,unknown,,225 Senlac Road Willowdale North York,43.76978,-79.42605,http://www.acotoronto.ca/show_building.php?BuildingID=11230,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/74def137.jpg,,Educational,School,http://www.acotoronto.ca/,,Postmodern,,,,Building,0.0
2350,2475,Rockford Public School,1964,,60 Rockford Road  Branson North York,43.7858219,-79.4523692,http://www.acotoronto.ca/show_building.php?BuildingID=11544,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/646381c3.jpg,,Educational,School,http://www.acotoronto.ca/,"A $3.5 million 1998 addition by WZMH Architects added new classrooms, a kindergarten, day care, staff workrooms, a Resource centre, and new gymnasium. This renovation also relocated the library to the centre of the building. The new facade used brick, glass, and stucco, which added visual aesthetic to the original plain brick building.",Postmodern,,1964.0,1960.0,Building,0.0
2351,2476,77 Roehampton Avenue,1987,,77 Roehampton Avenue North Toronto Toronto,43.70814,-79.39612,http://www.acotoronto.ca/show_building.php?BuildingID=1405,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/77Roehampton.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Postmodern,,1987.0,1980.0,Building,0.0
2352,2477,The Radley,1982,,141 Roehampton Avenue North Toronto Toronto,43.70854,-79.39424,http://www.acotoronto.ca/show_building.php?BuildingID=9946,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/141Roehampton1.jpg,No heritage status,Residential,Mid-rise,http://www.acotoronto.ca/,This building has four suites on each floor.,Postmodern,,1982.0,1980.0,Building,0.0
2353,2478,Platinum on the Humber,1991,,1 Rowntree Road Rexdale Etobicoke,43.75121,-79.58286,http://www.acotoronto.ca/show_building.php?BuildingID=1416,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1RowntreeRd.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Postmodern,,1991.0,1990.0,Building,0.0
2354,2479,Platinum on the Humber,1992,,3 Rowntree Road Rexdale Etobicoke,43.75041,-79.58169,http://www.acotoronto.ca/show_building.php?BuildingID=1415,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/PlatinumontheHumber.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Postmodern,,1992.0,1990.0,Building,0.0
2355,2480,Platinum on the Humber,1991,,5 Rowntree Road Rexdale Etobicoke,43.74953,-79.58079,http://www.acotoronto.ca/show_building.php?BuildingID=1414,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/5RowntreeRoad.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Postmodern,,1991.0,1990.0,Building,0.0
2356,2481,Bishop Allen Academy,1963,,721 Royal York Road  Etobicoke,43.63443,-79.50443,http://www.acotoronto.ca/show_building.php?BuildingID=11799,http://www.acotoronto.ca/tobuilt_bk/php/buildingimagesmedum/e25dbc35.jpg,No heritage status,Educational,School,http://www.acotoronto.ca/,"The school was named after Bishop Francis V. Allen, Auxiliary Bishop for the Archdiocese of Toronto from 1954 until his death in 1972. Bishop Allen was a man known for his firm commitment and support of Catholic education. Our community strives to express his vision of Catholic education, one that is rich in intellectual tradition and is relevant and powerful in its social message. Bishop Allen Academy is situated on 14½ acres on a beautiful ravine that runs parallel to the Mimico Creek. This property was part of the original piece of land surveyed in the township of Etobicoke in 1793 which was set aside for the use of the government mill or the King's Mill which was located at the first rapids upstream from Lake Ontario. In 1961 the Etobicoke Board of Education decided on this site for the building of a high school, Kingsmill Vocational School, which housed 500 student.In 1989 it was transferred to the Toronto District Catholic School Board and renamed Bishop Allan Academy. The design challenge was to transform the facility into a composite academic high school for 950-1200 students. The project entailed a complex phased renovation/addition program in a user-occupied facility. The original project was completed in 1993.
Since then, continuing demand for the popular school has necessitated further expansion of the classroom and infrastructure capacity as well as numerous specialty classroom renovations. This has included filling in the under-utilized interior courtyard to double the cafeteria size and add mezzanine level classrooms, as well updated science labs and art room facilities. The architect was Scott Shields Architect and Newgen Construction Corporation completed the work in September 2006.",Postmodern,,1963.0,1960.0,Building,0.0
2357,2482,St. Luigi Catholic School,unknown,,2 Ruskin Avenue Bloordale Toronto,43.66288,-79.45143,http://www.acotoronto.ca/show_building.php?BuildingID=11467,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/67eb9a59.jpg,,Educational,School,http://www.acotoronto.ca/,Shares site with Perth Avenue Junior School.,Postmodern,,,,Building,0.0
2358,2483,75-85 Sackville Street,unknown,,79-85 Sackville Street Corktown Toronto,43.65578,-79.36095,http://www.acotoronto.ca/show_building.php?BuildingID=4858,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/75-85Sackville1.jpg,No heritage status,Residential,Rowhouse,http://www.acotoronto.ca/,,Postmodern,,,,Building,0.0
2359,2484,Albert Campell Collegiate Institute,1976,,1550 Sandhurst Circle  Agincourt Scarborough,43.8092878,-79.2721695,http://www.acotoronto.ca/show_building.php?BuildingID=11236,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/bf65ebfb.jpg,,Educational,School,http://www.acotoronto.ca/,,Postmodern,,1976.0,1970.0,Building,0.0
2360,2485,Parkdale Junior and Senior Public School,1995,,78 Seaforth Avenue Roncesvalles Toronto,43.64319,-79.43676,http://www.acotoronto.ca/show_building.php?BuildingID=9775,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/ParkdalePublicSchool1.jpg,No heritage status,Educational,School,http://www.acotoronto.ca/,"Parkdale began in the 1850s as an independent settlement (west of Toronto) within York County. The original village was north of Queen Street West; east of Roncesvalles from Fermanagh Avenue, east to the main rail lines. It was roughly one square kilometre in area.

1872: A group of parents established the first local school in a rented one-room cottage on Queen Street West and Brock Avenue, in Parkdale.
1877: Trustees of School Section No. 22, York Township, opened a school (with 12 pupils) in a small, rough-cast house on the site of the present school.
1878: A just-formed school board demanded a new school house for Brockton-Parkdale. When the town council refused, Chairman John Clark and Secretary-Treasurer Major John Gray erected the first school on Jameson Avenue at their own expense. 
1879: Parkdale incorporated as a village; school board had six members. Small cottage replaced by a two-roomed brick building. School named Jameson Avenue School. Principal: J.A. Wismer.
1881: Jameson Avenue north of Queen Street renamed Lansdowne Avenue for the then Governor General of Canada. (Presumably the school name changed to Lansdowne about this time.)
1884: Three-storey Victorian structure built as a model school.
1889 Mar 23: Parkdale annexed to city of Toronto; school became part of the city school system. It accommodated 650 pupils in 14 rooms; averaged 50 students per classroom.
1889 Apr 18: Name of Lansdowne School changed to Parkdale School. (Toronto already had a Lansdowne School, opened in 1888; it was renamed Lord Lansdowne in 1967.)
1909-10: Old building replaced by a three-storey school of 15 rooms designed by Charles H. Bishop. 
1914: Addition.
1922: Addition. School had 18 rooms, including a Home Economics room, an Industrial Arts room and kindergartens. Approximately 630 pupils; average class size was 35.
1958 Nov 6: New senior wing (begun in 1955) formally opened. School could now accommodate 800 students; grade 7 and 8 students came from Queen Victoria Public School.
1993 May: Students and staff moved to temporary site on playing field of Parkdale Collegiate Institute.
1995 Apr: New building occupied. The entrance to the old school has been kept as a separate structure. It can be seen at 75 Lansdowne Avenue, at the entrance to Parkdale Community Recreation Centre and Pool.",Postmodern,,1995.0,1990.0,Building,0.0
2361,2486,Second Street Junior Middle School,1949,,71  Second Street New Toronto Etobicoke,43.6036706,-79.5001199,http://www.acotoronto.ca/show_building.php?BuildingID=11208,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/969e3532.jpg,,Educational,School,http://www.acotoronto.ca/,Original 1949 building by John B. Parkin. School was expanded and renovated in 1996.,Postmodern,,1949.0,1940.0,Building,0.0
2362,2487,Tredway Woodsworth Public School,unknown,,112 Sedgemount Drive Woburn Scarborough,43.7650406,-79.235276,http://www.acotoronto.ca/show_building.php?BuildingID=11499,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/a65dc1e6.jpg,,Educational,School,http://www.acotoronto.ca/,,Postmodern,,,,Building,0.0
2363,2488,Seneca Hill Public School,unknown,,625 Seneca Hill Drive Don Valley Village North York,43.79087,-79.35025,http://www.acotoronto.ca/show_building.php?BuildingID=11396,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/52ae1ffc.jpg,,Educational,School,http://www.acotoronto.ca/,,Postmodern,,,,Building,0.0
2399,2524,Empire Plaza Condominiums,1990,,33 University Avenue Financial District Toronto,43.64622,-79.38354,http://www.acotoronto.ca/show_building.php?BuildingID=1739,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/EmpirePlaza1.jpg,Union Station Heritage Conservation District,Residential,High-rise,http://www.acotoronto.ca/,,Postmodern,,1990.0,1990.0,Building,0.0
2400,2525,170 University Avenue,1957,,170 University Avenue Financial District Toronto,43.6486,-79.38573,http://www.acotoronto.ca/show_building.php?BuildingID=1733,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/170UniversityAve.jpg,No heritage status,Office,High-rise,http://www.acotoronto.ca/,,Postmodern,,1957.0,1950.0,Building,0.0
2401,2526,International Marine Passenger Terminal,2005,,8 Unwin Avenue Port of Toronto Toronto,43.63768,-79.34936,http://www.acotoronto.ca/show_building.php?BuildingID=8693,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/FerryTerminal.jpg,No heritage status,Transportation,Low-rise,http://www.acotoronto.ca/,"This building was developed by the Toronto Port Authority to accommodate the Toronto Fast Ferry between Toronto and Rochester, New York. Ferry service was initiated in 2004, however, the new terminal was completed a year later. Ferry Service was discontinued in 2005. It is located at Pier 52 on the portlands.",Postmodern,,2005.0,2000.0,Building,0.0
2451,2576,179 Dowling Avenue,1892,,179 Dowling Avenue Parkdale Toronto,43.63927,-79.43924,http://www.acotoronto.ca/show_building.php?BuildingID=5383,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/179DowlingAve1.jpg,Heritage property,Residential,Detached house,http://www.acotoronto.ca/,,Queen Anne,,1892.0,1890.0,Building,0.0
2437,2562,David Wagstaff House,1914,,650 Broadview Avenue Riverdale Toronto,43.67361,-79.35676,http://www.acotoronto.ca/show_building.php?BuildingID=7999,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/650BroadviewAve.jpg,Heritage property,Residential,Detached house,http://www.acotoronto.ca/,,Queen Anne,,1914.0,1910.0,Building,0.0
2438,2563,Thomas Cruttendon House,1908,,658 Broadview Avenue Riverdale Toronto,43.67382,-79.35696,http://www.acotoronto.ca/show_building.php?BuildingID=8000,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/658BroadviewAve2.jpg,Heritage property,Residential,Detached house,http://www.acotoronto.ca/,,Queen Anne,,1908.0,1900.0,Building,0.0
