,Address,Bld_link,Companies,Completed,Current use,Demolished,Heritage,Image,Name,Notes,Style,Type
837,116 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10496,,1908,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/b488fdce.jpg,116 Madison Avenue ,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey detached building with appearance of a centre hall plan was constructed during the period of significance between 1885 and 1925 in Edwardian Style and retains sufficient integrity to permit restoration. Features representative of the Edwardian style include red brick, handsome porch with classical detail, hipped roof, simplified form and restraint in detail, flat arched windows.",Edwardian classical,Detached house
838,120 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10497,,1909,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/eeb67dd1.jpg,120 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey detached building with appearance of a centre hall plan was constructed during the period of significance between 1885 and 1925 in Edwardian Classicist Style and retains sufficient integrity to permit restoration. Features representative of the Edwardian Classicist style include red brick, handsome porch with classical detail, hipped roof, simplified form and restraint in detail, flat arched windows.",Edwardian classical,Detached house
839,131 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10560,['R.J. Edwards'],1904,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/40d89120.jpg,131 Madison Avenue ,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours with a front facing gable. The 2.5 storey detached building with appearance of a side hall plan constructed during the period of significance between 1885 and 1925, architect designed in Edwardian Style with Queen Anne touches and sufficient integrity to permit restoration. Features representative of the Edwardian period include red brick,  simplified form and restraint in detail, porch with classical detailing and flat arched windows. The Queen Anne touches are in the projecting bay and oriel windows, as well as the decorated gable. Steel railing on porch roof is non-contributing.",Edwardian classical,Detached house
840,140 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5325,['William L. Symons'],1902,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/140Madison.jpg,140 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey detached building with appearance of a centre hall plan constructed during the period of significance between 1885 and 1925 in Edwardian Style by an important architect of the period with sufficient integrity to permit restoration. Features representative of the Edwardian style include a handsome porch with classical detail, hipped roof, simplified form and restraint in detail, flat arched windows.",Edwardian classical,Detached house
841,147 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10565,,1915,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/edb48923.jpg,147 Madison Avenue ,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours with a front facing gable. The 2.5 storey detached building with appearance of a side hall plan constructed during the period of significance between 1885 and 1925 in Edwardian Style with sufficient integrity to permit restoration. Features representative of the Edwardian style include red brick, handsome porch with classical detail, hipped roof, simplified form and restraint in detail, flat arched windows. California inspired clinker brick adds a touch of whimsy to the usually restrained Edwardian Four Square approach.",Edwardian classical,Detached house
842,152 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10503,,1910,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/d8e2c326.jpg,152 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey detached building with appearance of a centre hall plan constructed during the period of significance between 1885 and 1925 in Edwardian Classicist Style with sufficient integrity to permit restoration. Features representative of the Edwardian classicist style include a handsome porch with classical detail, hipped roof, simplified form and restraint in detail, flat arched windows.",Edwardian classical,Detached house
843,162 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10505,,1910,Rehabilitation Centre,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/f1c0999c.jpg,162 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a centre hall plan was constructed during the period of significance between 1885 and 1925 in the Edwardian Queen Anne style,  and retains sufficient integrity to permit restoration. Features representative of the Edwardian style are the simple proportions,  the hipped roof with Italianate overhang and front porch. Queen Anne features include the asymmetrical composition, the 1/2 timbered dormer, faceted corner window bay, and elliptical headed porch.",Edwardian classical,Detached house
844,165 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10570,,1909,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/abb571a9.jpg,165 Madison Avenue ,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours with a front facing gable. The 2.5 storey detached building with appearance of a side hall plan constructed during the period of significance between 1885 and 1925 in Edwardian Style with sufficient integrity to permit restoration. Features representative of the Edwardian style include simplified form and restraint in detail, flat arched windows. The porch has been replaced and is non-contributing.",Edwardian classical,Detached house
845,166 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10507,,1909,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/8f2de372.jpg,166 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey symmetric semi detached building with appearance of a side hall plan constructed during the period of significance between 1885 and 1925 in Edwardian Style with sufficient integrity to permit restoration. Features representative of the Edwardian style include red brick, handsome porch with classical detail, hipped roof, simplified form, sash windows, restraint in detail, flat arched windows.",Edwardian classical,Semi-detached house
846,167 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10571,,1909,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/97d091dd.jpg,167 Madison Avenue ,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours with a front facing dormer with slate shingling. The 2.5 storey detached building with appearance of a side hall plan constructed during the period of significance between 1885 and 1925 in Edwardian Style with sufficient integrity to permit restoration. Features representative of the Edwardian style include simplified form and restraint in detail, flat arched windows. The porch has been replaced and is non-contributing.",Edwardian classical,Detached house
847,168 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10508,,1910,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/1e6ceb85.jpg,168 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey symmetric semi detached building with appearance of a side hall plan constructed during the period of significance between 1885 and 1925 in Edwardian Style with sufficient integrity to permit restoration. Features representative of the Edwardian style include red brick, handsome porch with classical detail, hipped roof, simplified form, sash windows, and restraint in detail, flat arched windows.",Edwardian classical,Semi-detached house
848,170 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10509,,1906,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/a2897809.jpg,170 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours with a front facing gable. The 2.5 storey detached building with appearance of a side hall plan constructed during the period of significance between 1885 and 1925 in Edwardian Style with sufficient integrity to permit restoration. Features representative of the Edwardian style include red brick, handsome porch with classical detail, simplified form and restraint in detail, flat arched windows with a Queen Anne front facing gable.",Edwardian classical,Detached house
849,172 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10510,,1906,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/34e12aca.jpg,172 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours with a front facing gable. The 2.5 storey detached building with appearance of a side hall plan constructed during the period of significance between 1885 and 1925 in Edwardian Style with sufficient integrity to permit restoration. Features representative of the Edwardian style include red brick, handsome porch with classical detail, simplified form and restraint in detail, flat arched windows with a Queen Anne front facing gable.",Edwardian classical,Detached house
